recommendation_id,job_id,action_type,current_region,proposed_region,current_time,proposed_time,est_carbon_delta_kg,est_cost_delta_usd,confidence,rationale,status,risk_level
c760c07d,8e2bf2a2,time_shift,us-west-2,us-west-2,2025-01-17 09:36:00,2025-01-17 17:36:00,-0.002193,0.0,0.838,"Shifting time shift from us-west-2 to us-west-2 saves 2.2 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
fa75748a,6c21b5fa,time_shift,us-east-1,us-east-1,2025-01-17 09:10:00,2025-01-17 17:10:00,-0.009266,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 9.3 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
b00ad219,8546a732,time_shift,us-east-1,us-east-1,2025-01-17 05:47:00,2025-01-17 17:47:00,-0.003237,0.0,0.825,"Shifting time shift from us-east-1 to us-east-1 saves 3.2 gCO₂e (cost delta: $+0.0000, confidence: 82%).",verified,low
bd716427,10f61b5d,time_shift,us-east-1,us-east-1,2025-01-17 03:25:00,2025-01-17 19:25:00,-0.026025,0.0,0.841,"Shifting time shift from us-east-1 to us-east-1 saves 26.0 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
8fbe09bf,39359a4a,time_shift,us-west-2,us-west-2,2025-01-17 08:05:00,2025-01-17 16:05:00,-0.001767,0.0,0.846,"Shifting time shift from us-west-2 to us-west-2 saves 1.8 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
a2d5d8fb,4240799d,time_shift,us-east-1,us-east-1,2025-01-17 04:27:00,2025-01-17 20:27:00,-0.017066,0.0,0.841,"Shifting time shift from us-east-1 to us-east-1 saves 17.1 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
068e2a0e,a8614819,time_shift,us-east-1,us-east-1,2025-01-17 02:06:00,2025-01-17 18:06:00,-0.010232,0.0,0.837,"Shifting time shift from us-east-1 to us-east-1 saves 10.2 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
12e90645,6e579d0c,time_shift,eu-west-1,eu-west-1,2025-01-17 23:22:00,2025-01-18 07:22:00,-0.023613,0.0,0.746,"Shifting time shift from eu-west-1 to eu-west-1 saves 23.6 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
3d6bcda9,9e0697e9,time_shift,us-west-2,us-west-2,2025-01-17 09:48:00,2025-01-17 17:48:00,-0.003142,0.0,0.838,"Shifting time shift from us-west-2 to us-west-2 saves 3.1 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
446d1850,b5a4001d,time_shift,us-east-1,us-east-1,2025-01-17 05:07:00,2025-01-17 17:07:00,-0.00287,0.0,0.825,"Shifting time shift from us-east-1 to us-east-1 saves 2.9 gCO₂e (cost delta: $+0.0000, confidence: 82%).",verified,low
c553c64c,d18ec35d,time_shift,us-east-1,us-east-1,2025-01-17 08:19:00,2025-01-17 20:19:00,-0.018419,0.0,0.834,"Shifting time shift from us-east-1 to us-east-1 saves 18.4 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
aa77c252,1ef771ad,time_shift,us-west-2,us-west-2,2025-01-17 10:45:00,2025-01-18 02:45:00,-0.002448,0.0,0.838,"Shifting time shift from us-west-2 to us-west-2 saves 2.4 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
d1b3e5c3,880384ee,time_shift,us-east-1,us-east-1,2025-01-17 03:34:00,2025-01-17 19:34:00,-0.016354,0.0,0.841,"Shifting time shift from us-east-1 to us-east-1 saves 16.4 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
0728ba78,78bd5e04,time_shift,eu-west-1,eu-west-1,2025-01-17 03:09:00,2025-01-17 07:09:00,-0.014025,0.0,0.729,"Shifting time shift from eu-west-1 to eu-west-1 saves 14.0 gCO₂e (cost delta: $+0.0000, confidence: 73%).",verified,low
df4ec37d,918c8252,time_shift,us-east-1,us-east-1,2025-01-17 07:20:00,2025-01-17 19:20:00,-0.037164,0.0,0.836,"Shifting time shift from us-east-1 to us-east-1 saves 37.2 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
55310c2e,212a3f4c,time_shift,us-east-1,us-east-1,2025-01-17 11:19:00,2025-01-17 19:19:00,-0.001155,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 1.2 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
08cc6cf4,05e3a72a,time_shift,us-west-2,us-west-2,2025-01-17 11:08:00,2025-01-17 15:08:00,-0.002243,0.0,0.844,"Shifting time shift from us-west-2 to us-west-2 saves 2.2 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
c3eff8ed,1f9baf00,time_shift,eu-west-1,eu-west-1,2025-01-17 01:36:00,2025-01-17 05:36:00,-0.009591,0.0,0.748,"Shifting time shift from eu-west-1 to eu-west-1 saves 9.6 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
d0da2a6d,cce31b50,time_shift,us-west-2,us-west-2,2025-01-17 08:16:00,2025-01-17 16:16:00,-0.001532,0.0,0.846,"Shifting time shift from us-west-2 to us-west-2 saves 1.5 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
5071448c,c47d7be7,time_shift,us-east-1,us-east-1,2025-01-17 07:34:00,2025-01-17 19:34:00,-0.003541,0.0,0.836,"Shifting time shift from us-east-1 to us-east-1 saves 3.5 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
2a5f70f1,12c2747e,time_shift,us-east-1,us-east-1,2025-01-17 07:45:00,2025-01-17 19:45:00,-0.012031,0.0,0.836,"Shifting time shift from us-east-1 to us-east-1 saves 12.0 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
ebe40e33,f213878d,time_shift,eu-west-1,eu-west-1,2025-01-17 22:39:00,2025-01-18 02:39:00,-0.224362,0.0,0.749,"Shifting time shift from eu-west-1 to eu-west-1 saves 224.4 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
211e6fc8,6c7766ea,time_shift,us-east-1,us-east-1,2025-01-17 02:39:00,2025-01-17 18:39:00,-0.143962,0.0,0.837,"Shifting time shift from us-east-1 to us-east-1 saves 144.0 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
de3a9a06,809a1359,time_shift,us-east-1,us-east-1,2025-01-17 08:00:00,2025-01-17 20:00:00,-0.136732,0.0,0.834,"Shifting time shift from us-east-1 to us-east-1 saves 136.7 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
576fb53f,09c81b1a,time_shift,us-east-1,us-east-1,2025-01-17 09:36:00,2025-01-17 17:36:00,-0.030556,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 30.6 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
e9ea4f71,43d1ab2d,region_shift+time_shift,eu-west-1,us-west-2,2025-01-17 11:55:00,2025-01-17 15:55:00,-0.680501,-0.1032,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 680.5 gCO₂e (cost delta: $-0.1032, confidence: 95%).",verified,low
361f04e3,04e14177,time_shift,us-east-1,us-east-1,2025-01-17 09:23:00,2025-01-17 17:23:00,-0.067584,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 67.6 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
8a85d60c,050caa86,time_shift,eu-west-1,eu-west-1,2025-01-17 13:48:00,2025-01-18 05:48:00,-0.001926,0.0,0.695,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.9 gCO₂e (cost delta: $+0.0000, confidence: 70%).",verified,low
f82de246,6a8c3743,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 21:51:00,2025-01-18 17:51:00,-0.024804,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 24.8 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
0330599e,ccc68671,region_shift+time_shift,eu-west-1,us-west-2,2025-01-17 11:43:00,2025-01-17 15:43:00,-0.012271,-0.0048,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 12.3 gCO₂e (cost delta: $-0.0048, confidence: 95%).",verified,low
e7e39dd7,62ef0ca2,time_shift,us-east-1,us-east-1,2025-01-17 00:58:00,2025-01-17 20:58:00,-0.004185,0.0,0.835,"Shifting time shift from us-east-1 to us-east-1 saves 4.2 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
bbb6cc29,babe2765,time_shift,us-east-1,us-east-1,2025-01-17 09:17:00,2025-01-17 17:17:00,-0.003196,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 3.2 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
b4dfe592,b80d0754,region_shift,us-east-1,us-west-2,2025-01-17 18:48:00,2025-01-17 18:48:00,-0.016329,0.02,0.95,"Shifting region shift from us-east-1 to us-west-2 saves 16.3 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
c900f033,96dec4bd,time_shift,us-west-2,us-west-2,2025-01-17 12:48:00,2025-01-17 16:48:00,-8.2e-05,0.0,0.845,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
dd195388,21767642,time_shift,us-east-1,us-east-1,2025-01-17 03:32:00,2025-01-17 19:32:00,-0.0068,0.0,0.841,"Shifting time shift from us-east-1 to us-east-1 saves 6.8 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
f7ad7d6f,c9d4efc0,time_shift,us-east-1,us-east-1,2025-01-17 02:12:00,2025-01-17 18:12:00,-0.007487,0.0,0.837,"Shifting time shift from us-east-1 to us-east-1 saves 7.5 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
39e39f86,e7c4d8b5,time_shift,us-east-1,us-east-1,2025-01-17 11:36:00,2025-01-17 19:36:00,-0.000289,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
7ead0a0a,a85b4725,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 20:36:00,2025-01-18 16:36:00,-0.013021,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 13.0 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
9b8a0712,84688f6b,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 21:52:00,2025-01-18 17:52:00,-0.044687,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 44.7 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
08073889,f9bf3f38,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 17:25:00,2025-01-18 17:25:00,-0.005109,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 5.1 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
ad6bbbf7,8b453555,region_shift,us-east-1,us-west-2,2025-01-17 18:04:00,2025-01-17 18:04:00,-0.012614,0.02,0.95,"Shifting region shift from us-east-1 to us-west-2 saves 12.6 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
5abeb332,c87d3c90,time_shift,us-east-1,us-east-1,2025-01-17 04:39:00,2025-01-17 20:39:00,-0.000946,0.0,0.841,"Shifting time shift from us-east-1 to us-east-1 saves 0.9 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
c90f4401,607b0064,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 20:07:00,2025-01-18 16:07:00,-0.064416,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 64.4 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
0fb9923c,70b768fe,region_shift,us-east-1,us-west-2,2025-01-17 18:27:00,2025-01-17 18:27:00,-0.005656,0.02,0.95,"Shifting region shift from us-east-1 to us-west-2 saves 5.7 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
e862daa9,02a7dc88,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 20:56:00,2025-01-18 16:56:00,-0.011162,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 11.2 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
2cefc2ea,ca330cd8,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 20:58:00,2025-01-18 16:58:00,-0.030342,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 30.3 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
a5651c6b,76eea9b1,time_shift,us-east-1,us-east-1,2025-01-17 03:22:00,2025-01-17 19:22:00,-0.005782,0.0,0.841,"Shifting time shift from us-east-1 to us-east-1 saves 5.8 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
3e780b6d,3a64cb29,time_shift,eu-west-1,eu-west-1,2025-01-17 14:58:00,2025-01-18 02:58:00,-0.004042,0.0,0.792,"Shifting time shift from eu-west-1 to eu-west-1 saves 4.0 gCO₂e (cost delta: $+0.0000, confidence: 79%).",verified,low
32430e7c,6c79bb8a,time_shift,us-west-2,us-west-2,2025-01-17 11:22:00,2025-01-17 15:22:00,-0.000604,0.0,0.844,"Shifting time shift from us-west-2 to us-west-2 saves 0.6 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
ba869bdc,2bf5f9e7,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 20:08:00,2025-01-18 16:08:00,-0.0105,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 10.5 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
59fdf0c2,e94c3e1d,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 21:48:00,2025-01-18 17:48:00,-0.012783,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 12.8 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
36b7624a,01f4cc00,time_shift,eu-west-1,eu-west-1,2025-01-17 22:37:00,2025-01-18 02:37:00,-0.004783,0.0,0.749,"Shifting time shift from eu-west-1 to eu-west-1 saves 4.8 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
406fec58,55d14845,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 22:12:00,2025-01-18 02:12:00,-0.0073,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 7.3 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
e97d2e41,a03b7975,time_shift,eu-west-1,eu-west-1,2025-01-17 00:21:00,2025-01-17 08:21:00,-0.002224,0.0,0.75,"Shifting time shift from eu-west-1 to eu-west-1 saves 2.2 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
add4c822,46026346,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 18:37:00,2025-01-18 02:37:00,-0.022647,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 22.6 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
e50cb7c7,5dd15274,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 17:36:00,2025-01-18 17:36:00,-0.006253,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 6.3 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
859268df,42fb4df4,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 17:39:00,2025-01-18 17:39:00,-0.016077,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 16.1 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
7dd340fa,5a827907,time_shift,eu-west-1,eu-west-1,2025-01-17 22:07:00,2025-01-18 02:07:00,-0.000376,0.0,0.75,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.4 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
2460f0d9,f4e225bd,time_shift,eu-west-1,eu-west-1,2025-01-17 02:18:00,2025-01-18 02:18:00,-0.001762,0.0,0.7,"Shifting time shift from eu-west-1 to eu-west-1 saves 1.8 gCO₂e (cost delta: $+0.0000, confidence: 70%).",verified,low
606f4830,083754ec,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 18:01:00,2025-01-18 02:01:00,-0.007746,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 7.7 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
eb3d510a,c507bb87,time_shift,eu-west-1,eu-west-1,2025-01-17 15:05:00,2025-01-18 07:05:00,-0.004435,0.0,0.789,"Shifting time shift from eu-west-1 to eu-west-1 saves 4.4 gCO₂e (cost delta: $+0.0000, confidence: 79%).",verified,low
0501db25,b4a48422,time_shift,us-east-1,us-east-1,2025-01-17 09:46:00,2025-01-17 17:46:00,-0.004728,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 4.7 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
1c17a92f,6f98cb3d,time_shift,eu-west-1,eu-west-1,2025-01-17 22:10:00,2025-01-18 02:10:00,-0.003956,0.0,0.749,"Shifting time shift from eu-west-1 to eu-west-1 saves 4.0 gCO₂e (cost delta: $+0.0000, confidence: 75%).",verified,low
26cf3e7a,e9b460b9,time_shift,us-east-1,us-east-1,2025-01-17 09:16:00,2025-01-17 17:16:00,-0.006204,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 6.2 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
a1516541,d4f8cd00,region_shift,eu-west-1,us-west-2,2025-01-17 16:13:00,2025-01-17 16:13:00,-0.058507,-0.1469,0.95,"Shifting region shift from eu-west-1 to us-west-2 saves 58.5 gCO₂e (cost delta: $-0.1469, confidence: 95%).",verified,low
53f8cbd7,34e2bcac,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 19:49:00,2025-01-18 15:49:00,-0.004933,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 4.9 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
81bc6407,f7c31869,region_shift+time_shift,eu-west-1,us-west-2,2025-01-17 13:07:00,2025-01-17 17:07:00,-0.017431,-0.0185,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 17.4 gCO₂e (cost delta: $-0.0185, confidence: 95%).",verified,low
9180ecc4,7086704c,time_shift,eu-west-1,eu-west-1,2025-01-17 18:29:00,2025-01-18 02:29:00,-0.00663,0.0,0.801,"Shifting time shift from eu-west-1 to eu-west-1 saves 6.6 gCO₂e (cost delta: $+0.0000, confidence: 80%).",verified,low
aa798328,8d2a6b0f,region_shift+time_shift,eu-west-1,us-west-2,2025-01-17 19:13:00,2025-01-18 15:13:00,-0.018732,-0.021,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 18.7 gCO₂e (cost delta: $-0.0210, confidence: 95%).",verified,low
c50f498a,ebe8b2f3,region_shift+time_shift,eu-west-1,us-west-2,2025-01-17 21:02:00,2025-01-18 17:02:00,-0.012289,-0.0071,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 12.3 gCO₂e (cost delta: $-0.0071, confidence: 95%).",verified,low
d3412cf3,ca7e435d,time_shift,us-east-1,us-east-1,2025-01-17 11:55:00,2025-01-17 19:55:00,-0.000621,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 0.6 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
9fd26113,cf436c3b,region_shift+time_shift,eu-west-1,us-west-2,2025-01-17 17:25:00,2025-01-18 17:25:00,-0.01996,-0.01,0.95,"Shifting region shift+time shift from eu-west-1 to us-west-2 saves 20.0 gCO₂e (cost delta: $-0.0100, confidence: 95%).",verified,low
06928cd3,6b90013c,time_shift,us-east-1,us-east-1,2025-01-17 09:12:00,2025-01-17 17:12:00,-0.005874,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 5.9 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
719517a2,c402bba1,time_shift,us-west-2,us-west-2,2025-01-17 08:02:00,2025-01-17 16:02:00,-5.6e-05,0.0,0.846,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
670acefc,6bb8968a,time_shift,eu-west-1,eu-west-1,2025-01-17 14:45:00,2025-01-18 02:45:00,-0.004156,0.0,0.791,"Shifting time shift from eu-west-1 to eu-west-1 saves 4.2 gCO₂e (cost delta: $+0.0000, confidence: 79%).",verified,low
ae68e0c8,f5c3f76b,time_shift,us-east-1,us-east-1,2025-01-17 05:09:00,2025-01-17 17:09:00,-0.00202,0.0,0.826,"Shifting time shift from us-east-1 to us-east-1 saves 2.0 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
d1e7e239,e8c7c367,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 22:48:00,2025-01-18 02:48:00,-0.006635,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 6.6 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
d719ba6e,a356d06d,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 22:36:00,2025-01-18 02:36:00,-0.009042,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 9.0 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
360a4f4f,a87c2fc9,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 20:49:00,2025-01-18 16:49:00,-0.009339,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 9.3 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
57e9e32b,e5a4798a,time_shift,us-east-1,us-east-1,2025-01-17 00:19:00,2025-01-17 20:19:00,-0.000197,0.0,0.835,"Shifting time shift from us-east-1 to us-east-1 saves 0.2 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
4c17fb6b,7669daef,time_shift,us-west-2,us-west-2,2025-01-17 12:26:00,2025-01-17 16:26:00,-3.2e-05,0.0,0.849,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
9a91fb1b,ad0f99c7,time_shift,us-west-2,us-west-2,2025-01-17 08:47:00,2025-01-17 16:47:00,-0.000115,0.0,0.846,"Shifting time shift from us-west-2 to us-west-2 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
bb05283d,372f25d6,region_shift+time_shift,us-east-1,us-west-2,2025-01-17 19:57:00,2025-01-18 15:57:00,-0.006404,0.02,0.95,"Shifting region shift+time shift from us-east-1 to us-west-2 saves 6.4 gCO₂e (cost delta: $+0.0200, confidence: 95%).",verified,low
4ffccace,4c32a4fc,time_shift,us-west-2,us-west-2,2025-01-18 23:46:00,2025-01-19 03:46:00,-4e-06,0.0,0.882,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 88%).",verified,low
4184268a,dd521c59,time_shift,us-east-1,us-east-1,2025-01-18 05:32:00,2025-01-18 09:32:00,-0.000269,0.0,0.826,"Shifting time shift from us-east-1 to us-east-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
7d2a40bc,4ba22497,time_shift,eu-west-1,eu-west-1,2025-01-18 22:56:00,2025-01-19 02:56:00,-0.000575,0.0,0.797,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.6 gCO₂e (cost delta: $+0.0000, confidence: 80%).",verified,low
216c7fc8,5f3612e1,time_shift,eu-west-1,eu-west-1,2025-01-18 00:43:00,2025-01-18 04:43:00,-0.000301,0.0,0.715,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
731a432b,73f2ecd9,time_shift,eu-west-1,eu-west-1,2025-01-18 20:40:00,2025-01-19 00:40:00,-0.000108,0.0,0.706,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 71%).",verified,low
41398db6,d6dd8d7c,time_shift,eu-west-1,eu-west-1,2025-01-18 19:33:00,2025-01-18 23:33:00,-0.000771,0.0,0.722,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.8 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
f70de965,6fd667f1,time_shift,us-west-2,us-west-2,2025-01-18 23:32:00,2025-01-19 03:32:00,-2.8e-05,0.0,0.843,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 84%).",verified,low
be21da90,7ab1fff9,time_shift,eu-west-1,eu-west-1,2025-01-18 03:40:00,2025-01-18 07:40:00,-9.6e-05,0.0,0.717,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
99f2b4c6,67de47a2,time_shift,us-east-1,us-east-1,2025-01-18 05:18:00,2025-01-18 09:18:00,-0.000611,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 0.6 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
a6bad59e,640e605f,time_shift,us-east-1,us-east-1,2025-01-18 05:31:00,2025-01-18 09:31:00,-1.8e-05,0.0,0.826,"Shifting time shift from us-east-1 to us-east-1 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
2cf52a6e,c54d0427,time_shift,eu-west-1,eu-west-1,2025-01-18 21:26:00,2025-01-19 01:26:00,-0.000491,0.0,0.773,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.5 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
db29a400,01fd6031,time_shift,eu-west-1,eu-west-1,2025-01-18 03:00:00,2025-01-18 07:00:00,-0.000276,0.0,0.718,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
47e4f6af,df7f099c,time_shift,eu-west-1,eu-west-1,2025-01-18 07:39:00,2025-01-19 07:39:00,-7.1e-05,0.0,0.706,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.1 gCO₂e (cost delta: $+0.0000, confidence: 71%).",verified,low
fdfe0e37,ee9bc63f,time_shift,eu-west-1,eu-west-1,2025-01-18 00:22:00,2025-01-18 04:22:00,-0.000688,0.0,0.715,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.7 gCO₂e (cost delta: $+0.0000, confidence: 72%).",verified,low
283f978b,24b7618a,time_shift,eu-west-1,eu-west-1,2025-01-18 22:45:00,2025-01-19 02:45:00,-0.00026,0.0,0.797,"Shifting time shift from eu-west-1 to eu-west-1 saves 0.3 gCO₂e (cost delta: $+0.0000, confidence: 80%).",verified,low
921dcbb3,16b6d4a2,time_shift,us-west-2,us-west-2,2025-01-18 23:55:00,2025-01-19 03:55:00,-1.7e-05,0.0,0.846,"Shifting time shift from us-west-2 to us-west-2 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 85%).",verified,low
5b7c5398,2f18ecc8,time_shift,us-east-1,us-east-1,2025-01-18 05:36:00,2025-01-18 09:36:00,-3.7e-05,0.0,0.827,"Shifting time shift from us-east-1 to us-east-1 saves 0.0 gCO₂e (cost delta: $+0.0000, confidence: 83%).",verified,low
5bcee0b4,31529e40,time_shift,eu-west-1,eu-west-1,2025-01-18 03:41:00,2025-01-19 03:41:00,-0.031542,0.0,0.766,"Shifting time shift from eu-west-1 to eu-west-1 saves 31.5 gCO₂e (cost delta: $+0.0000, confidence: 77%).",verified,low
bbc05dd0,ffe06c48,region_shift,us-east-1,us-west-2,2025-01-18 07:54:00,2025-01-18 07:54:00,-0.244704,1.0,0.95,"Shifting region shift from us-east-1 to us-west-2 saves 244.7 gCO₂e (cost delta: $+1.0000, confidence: 95%).",verified,low
