verification_id,recommendation_id,counterfactual_kgco2e,actual_kgco2e,verified_savings_kgco2e,ci_lower,ci_upper,sla_compliant,verification_status,evidence_chain_steps,verified_at
1ae03198,0733535f,0.018842,0.016633,0.002209,-0.001336,0.005759,True,partial,7,2026-04-09 22:20:43.934015
347c628e,d5c2ec36,0.013366,0.011799,0.001567,-0.000948,0.004085,True,partial,7,2026-04-09 22:20:43.936575
727637b3,c3ae3400,0.07687,0.007309,0.069561,0.061137,0.077985,True,confirmed,7,2026-04-09 22:20:43.939879
5c8b800b,f421c36e,0.004178,0.003626,0.000552,-0.000228,0.001331,True,partial,7,2026-04-09 22:20:43.942748
66548a4f,44afda40,0.001902,0.001668,0.000234,-0.000123,0.000591,True,partial,7,2026-04-09 22:20:43.945560
962182ad,8224496f,0.06688,0.05696,0.009921,-0.00248,0.022305,True,partial,7,2026-04-09 22:20:43.951329
529cd924,35ca1e28,0.00486,0.003814,0.001046,-0.000687,0.002779,True,partial,7,2026-04-09 22:20:43.954762
defb5815,a262f6d1,0.003339,0.002429,0.00091,-0.000244,0.002061,True,partial,7,2026-04-09 22:20:43.957695
d3b22876,32628212,0.004859,0.002836,0.002023,0.000483,0.003561,True,confirmed,7,2026-04-09 22:20:43.961178
d56dc98f,ea4a416c,0.002172,0.001917,0.000255,-0.000154,0.000664,True,partial,7,2026-04-09 22:20:43.962775
976b7c74,9e2d5cbc,0.026771,0.023633,0.003139,-0.001898,0.008183,True,partial,7,2026-04-09 22:20:43.964337
5aead45f,6973e865,0.008129,0.007316,0.000812,-0.000732,0.002357,True,partial,7,2026-04-09 22:20:43.968524
459187c4,7ccea6bf,0.000562,0.000352,0.00021,2.7e-05,0.000393,True,confirmed,7,2026-04-09 22:20:43.972110
a676677e,d3c9ac0b,0.000216,0.000189,2.6e-05,-5.5e-05,0.000107,True,partial,7,2026-04-09 22:20:43.975853
5bdb84e9,14bae4f5,0.00406,0.002767,0.001293,-7.3e-05,0.002658,True,partial,7,2026-04-09 22:20:43.979650
998f626a,54a711ba,0.001568,0.001376,0.000192,-0.000397,0.00078,True,partial,7,2026-04-09 22:20:43.983994
88e2f67d,9ea7366b,0.002296,0.001439,0.000857,0.00011,0.001604,True,confirmed,7,2026-04-09 22:20:43.987172
5614d050,07623e78,0.000133,0.000115,1.8e-05,-7e-06,4.2e-05,True,partial,7,2026-04-09 22:20:43.990151
aea37e4b,a0980d6c,0.004689,0.002336,0.002354,0.000949,0.003759,True,confirmed,7,2026-04-09 22:20:43.992235
26a9d6c7,86404739,0.001418,0.000967,0.000452,-2.5e-05,0.000929,True,partial,7,2026-04-09 22:20:43.993833
16cf4bb3,6357eb58,0.000297,0.000236,6.1e-05,-4.6e-05,0.000168,True,partial,7,2026-04-09 22:20:43.995381
be191e2d,63338b4c,0.002791,0.001749,0.001042,0.000134,0.00195,True,confirmed,7,2026-04-09 22:20:43.997646
cce46134,a235aa3c,0.000128,0.000115,1.3e-05,-1.2e-05,3.7e-05,True,partial,7,2026-04-09 22:20:44.002131
cf87dbb5,af27e76e,0.003409,0.002992,0.000417,-0.000862,0.001697,True,partial,7,2026-04-09 22:20:44.004416
d236656d,5de0d2fb,0.000108,9.1e-05,1.7e-05,-2.3e-05,5.7e-05,True,partial,7,2026-04-09 22:20:44.006928
b7c99328,91721efc,0.000519,0.000277,0.000242,8.3e-05,0.000401,True,confirmed,7,2026-04-09 22:20:44.010616
aca91e1c,73c59d4a,0.000648,0.000583,6.5e-05,-5.8e-05,0.000188,True,partial,7,2026-04-09 22:20:44.012561
1a9d6360,145aa6c1,0.001639,0.001027,0.000612,7.8e-05,0.001145,True,confirmed,7,2026-04-09 22:20:44.015691
0ca6b37a,2b07a908,0.007162,0.005873,0.001288,-1.6e-05,0.00259,True,partial,7,2026-04-09 22:20:44.019176
0c2c622b,c8a1379e,0.001304,0.001173,0.00013,-0.000117,0.000378,True,partial,7,2026-04-09 22:20:44.023989
167fadab,5ed23169,0.000516,0.00035,0.000167,-7e-06,0.00034,True,partial,7,2026-04-09 22:20:44.032257
5097ccdf,61203539,0.001531,0.000808,0.000723,0.000255,0.001191,True,confirmed,7,2026-04-09 22:20:44.035009
d9fe2933,dcb93b13,0.001534,0.00138,0.000153,-0.000138,0.000445,True,partial,7,2026-04-09 22:20:44.037470
d0538636,ef10c55e,0.000127,9.8e-05,2.9e-05,7e-06,5.2e-05,True,confirmed,7,2026-04-09 22:20:44.039083
47df499a,49e12784,0.001769,0.001107,0.000662,8.7e-05,0.001237,True,confirmed,7,2026-04-09 22:20:44.040678
638f1ef3,4cbe817f,0.001683,0.001055,0.000628,8.1e-05,0.001176,True,confirmed,7,2026-04-09 22:20:44.042478
f5569121,fd659fc8,0.001265,0.001104,0.000161,-7.6e-05,0.000398,True,partial,7,2026-04-09 22:20:44.045040
24280535,8836ed03,0.000216,0.000135,8.1e-05,1.1e-05,0.000151,True,confirmed,7,2026-04-09 22:20:44.050498
905a96be,42609f3f,0.002376,0.002057,0.000319,-0.000124,0.000761,True,partial,7,2026-04-09 22:20:44.052992
c9266a1d,c8e74db9,0.00116,0.001012,0.000148,-6.9e-05,0.000365,True,partial,7,2026-04-09 22:20:44.054773
777e2a71,bacb7309,0.002004,0.001661,0.000343,-2.3e-05,0.00071,True,partial,7,2026-04-09 22:20:44.057092
3c9b1ac9,c945c288,0.003545,0.00319,0.000354,-0.000319,0.001028,True,partial,7,2026-04-09 22:20:44.059547
8e952827,355ea8ac,0.003297,0.002247,0.00105,-5.9e-05,0.002159,True,partial,7,2026-04-09 22:20:44.062016
c954ee26,11e4d13f,0.000284,0.000148,0.000136,4.9e-05,0.000222,True,confirmed,7,2026-04-09 22:20:44.064629
c8faeea9,52837a75,0.000985,0.000667,0.000318,-1.3e-05,0.000648,True,partial,7,2026-04-09 22:20:44.069374
5c4a40e4,65812246,1.7e-05,1.3e-05,4e-06,1e-06,7e-06,True,confirmed,7,2026-04-09 22:20:44.072802
167d0f8c,2eaa0cbc,0.004804,0.003274,0.00153,-8.6e-05,0.003146,True,partial,7,2026-04-09 22:20:44.079779
edfd9aad,d57752b3,0.000445,0.000342,0.000102,2.4e-05,0.000182,True,confirmed,7,2026-04-09 22:20:44.086644
91a2dd4f,237b6830,0.001989,0.001674,0.000315,-0.000418,0.001047,True,partial,7,2026-04-09 22:20:44.089850
9b634038,73e54aeb,0.003744,0.002508,0.001236,-1.4e-05,0.002485,True,partial,7,2026-04-09 22:20:44.093197
22e9855c,bd946790,0.001508,0.001227,0.000281,7e-06,0.000554,True,confirmed,7,2026-04-09 22:20:44.095876
2b9ac2ad,2c8c3046,0.001329,0.001196,0.000133,-0.00012,0.000385,True,partial,7,2026-04-09 22:20:44.099004
a410f824,2219b52d,0.001565,0.000981,0.000584,7.5e-05,0.001093,True,confirmed,7,2026-04-09 22:20:44.101672
7a937edd,9dcdb48d,0.003554,0.002423,0.001132,-6.4e-05,0.002327,True,partial,7,2026-04-09 22:20:44.104342
b2f93283,e7789ac1,0.000252,0.000221,3.1e-05,-6.4e-05,0.000125,True,partial,7,2026-04-09 22:20:44.112016
441c76ff,2cfa0b85,0.000897,0.000566,0.000331,3.9e-05,0.000623,True,confirmed,7,2026-04-09 22:20:44.116988
cf977837,155d481c,0.000297,0.000236,6.1e-05,-4.6e-05,0.000168,True,partial,7,2026-04-09 22:20:44.144039
82c47611,30b0922f,0.000128,0.000115,1.3e-05,-1.2e-05,3.7e-05,True,partial,7,2026-04-09 22:20:44.145660
dcec944e,c6161fd1,0.000996,0.000623,0.000373,4.9e-05,0.000697,True,confirmed,7,2026-04-09 22:20:44.147240
02ea30a2,8cad41f4,0.001244,0.000778,0.000466,6.1e-05,0.00087,True,confirmed,7,2026-04-09 22:20:44.155480
d8fbb0df,03aee816,0.00014,0.000108,3.2e-05,8e-06,5.7e-05,True,confirmed,7,2026-04-09 22:20:44.157073
21ecfefe,4f4cdf73,0.000153,0.000132,2.1e-05,-7e-06,5e-05,True,partial,7,2026-04-09 22:20:44.161394
98f13d89,951f2b7d,0.003599,0.002171,0.001427,0.000273,0.002581,True,confirmed,7,2026-04-09 22:20:44.163887
0c48865e,51bee331,0.000977,0.000847,0.00013,-5.3e-05,0.000312,True,partial,7,2026-04-09 22:20:44.196550
3fc9acce,990c61c8,0.000216,0.000182,3.4e-05,-4.5e-05,0.000114,True,partial,7,2026-04-09 22:20:44.203685
eca4d38b,6d9added,0.001163,0.001008,0.000154,-6.2e-05,0.000372,True,partial,7,2026-04-09 22:20:44.209219
b87fe64d,8157b30b,0.001618,0.001403,0.000215,-8.7e-05,0.000517,True,partial,7,2026-04-09 22:20:44.217011
12a1745a,62a05df9,0.000126,7.9e-05,4.7e-05,6e-06,8.8e-05,True,confirmed,7,2026-04-09 22:20:44.221404
491a1a91,88e7a74b,0.000103,7e-05,3.3e-05,-1e-06,6.8e-05,True,partial,7,2026-04-09 22:20:44.224008
194abffc,7d92166d,0.000689,0.000466,0.000222,-9e-06,0.000453,True,partial,7,2026-04-09 22:20:44.226721
2ad1c31e,7b1e0018,0.000777,0.000682,9.5e-05,-0.000196,0.000387,True,partial,7,2026-04-09 22:20:44.229160
493c80c8,8f3f8ace,0.000291,0.000239,5.2e-05,-1e-06,0.000105,True,partial,7,2026-04-09 22:20:44.236172
096653fd,7ac7afd9,0.002566,0.001749,0.000817,-4.6e-05,0.00168,True,partial,7,2026-04-09 22:20:44.240044
31bb3892,8a9fb35f,3.4e-05,2.7e-05,8e-06,2e-06,1.4e-05,True,confirmed,7,2026-04-09 22:20:44.245065
2ab6e890,eeaddfa0,0.000547,0.00048,6.7e-05,-0.000138,0.000272,True,partial,7,2026-04-09 22:20:44.277151
1a475e1e,141e3385,0.00315,0.002599,0.000551,-2.3e-05,0.001126,True,partial,7,2026-04-09 22:20:44.279811
ee1ef4bc,da66ed9b,0.000906,0.000795,0.000111,-0.000229,0.000451,True,partial,7,2026-04-09 22:20:44.283434
199d836c,38b8bdde,0.001798,0.001618,0.00018,-0.000162,0.000521,True,partial,7,2026-04-09 22:20:44.286163
928ffb62,e6affac6,0.000227,0.000174,5.3e-05,1.3e-05,9.4e-05,True,confirmed,7,2026-04-09 22:20:44.287725
a23e672c,2004e401,0.00024,0.000216,2.4e-05,-6.7e-05,0.000115,True,partial,7,2026-04-09 22:20:44.290046
def90b42,cd40b927,0.000936,0.000745,0.000191,2.2e-05,0.000359,True,confirmed,7,2026-04-09 22:20:44.295618
bc3283a8,0e0db759,0.000626,0.000486,0.00014,2.9e-05,0.000252,True,confirmed,7,2026-04-09 22:20:44.299040
3424e962,a9bbd59d,0.000237,0.000212,2.5e-05,-6.5e-05,0.000114,True,partial,7,2026-04-09 22:20:44.302046
129242f2,c709944e,0.000139,0.000113,2.6e-05,1e-06,5.1e-05,True,confirmed,7,2026-04-09 22:20:44.305355
39da297b,0de3471a,0.000288,0.000224,6.5e-05,1.3e-05,0.000116,True,confirmed,7,2026-04-09 22:20:44.311530
41af3495,0bb3b5bb,0.000267,0.000168,0.0001,1.3e-05,0.000187,True,confirmed,7,2026-04-09 22:20:44.314398
975ec3d5,00e1c200,0.002393,0.001631,0.000762,-4.3e-05,0.001567,True,partial,7,2026-04-09 22:20:44.318705
dda0e8d3,eb609652,9.1e-05,8e-05,1e-05,-2.4e-05,4.5e-05,True,partial,7,2026-04-09 22:20:44.321495
10e91ad5,0d340495,0.00142,0.000707,0.000713,0.000287,0.001138,True,confirmed,7,2026-04-09 22:20:44.324018
45b4718e,ee7c7c94,0.000128,0.000115,1.3e-05,-1.2e-05,3.7e-05,True,partial,7,2026-04-09 22:20:44.326536
680986f2,e7d528b7,0.001001,0.000535,0.000467,0.000159,0.000774,True,confirmed,7,2026-04-09 22:20:44.329186
874c4922,bb9c9663,0.000297,0.000148,0.000149,6e-05,0.000238,True,confirmed,7,2026-04-09 22:20:44.334834
556959fb,ae27ca7d,0.001484,0.001179,0.000305,-0.000228,0.000838,True,partial,7,2026-04-09 22:20:44.337856
56c3ebb1,e5ff35f9,0.000216,0.000115,0.000101,3.4e-05,0.000167,True,confirmed,7,2026-04-09 22:20:44.352268
b000ac4c,a006aae4,0.004487,0.003423,0.001064,-0.000517,0.002647,True,partial,7,2026-04-09 22:20:44.355739
c16eaa71,dc5aab71,0.000788,0.000534,0.000254,-1e-05,0.000519,True,partial,7,2026-04-09 22:20:44.359189
c79357a7,206af90c,0.000197,0.00016,3.7e-05,-3.5e-05,0.000108,True,partial,7,2026-04-09 22:20:44.362510
2d1224bc,1cc4f621,0.004622,0.004034,0.000588,-0.000277,0.001455,True,partial,7,2026-04-09 22:20:44.367648
f2a43a94,5964d8d2,0.00046,0.000404,5.6e-05,-0.000116,0.000229,True,partial,7,2026-04-09 22:20:44.370288
a63d3197,46f83a50,0.000216,0.000182,3.4e-05,-4.5e-05,0.000114,True,partial,7,2026-04-09 22:20:44.375130
31f4bfe1,d660c0d4,0.001941,0.001323,0.000618,-3.5e-05,0.001271,True,partial,7,2026-04-09 22:20:44.378180
a004d40f,15adb2cb,0.001494,0.001304,0.00019,-8.9e-05,0.00047,True,partial,7,2026-04-09 22:20:44.380830
0e4aec33,2092377e,0.001533,0.001288,0.000245,-3.7e-05,0.000527,True,partial,7,2026-04-09 22:20:44.383640
e52e1cdf,8821af35,0.000128,0.000115,1.3e-05,-1.2e-05,3.7e-05,True,partial,7,2026-04-09 22:20:44.386646
a96ff8df,a1a0bbcb,0.001659,0.00104,0.000619,7.9e-05,0.001159,True,confirmed,7,2026-04-09 22:20:44.388646
2980bc5f,f4e5a802,0.002373,0.002083,0.00029,-0.0006,0.001181,True,partial,7,2026-04-09 22:20:44.390658
6381dda6,185521f7,0.004862,0.003773,0.001089,0.000225,0.001962,True,confirmed,7,2026-04-09 22:20:44.392394
5ab1e97b,c760c07d,0.011462,0.009269,0.002193,0.000113,0.004273,True,confirmed,7,2026-04-09 22:20:44.395086
8bd8bd28,fa75748a,0.069761,0.060495,0.009267,-0.003748,0.022299,True,partial,7,2026-04-09 22:20:44.397671
2e54d1f0,b00ad219,0.025447,0.02221,0.003237,-0.001523,0.008009,True,partial,7,2026-04-09 22:20:44.400693
88349a1e,bd716427,0.127841,0.101816,0.026025,0.003065,0.048985,True,confirmed,7,2026-04-09 22:20:44.402849
e69814a3,8fbe09bf,0.007531,0.005764,0.001768,0.000446,0.003105,True,confirmed,7,2026-04-09 22:20:44.405072
c57831e9,a2d5d8fb,0.084238,0.067172,0.017066,0.001925,0.032207,True,confirmed,7,2026-04-09 22:20:44.406788
f75d6075,068e2a0e,0.054951,0.044719,0.010232,0.000248,0.02019,True,confirmed,7,2026-04-09 22:20:44.408473
3ff1bfe9,12e90645,0.064584,0.040971,0.023613,0.002507,0.044743,True,confirmed,7,2026-04-09 22:20:44.410335
02fbafba,3d6bcda9,0.016423,0.013281,0.003142,0.000162,0.006122,True,confirmed,7,2026-04-09 22:20:44.412194
03e4d2a0,446d1850,0.022565,0.019695,0.00287,-0.00135,0.007102,True,partial,7,2026-04-09 22:20:44.414535
dccd293b,c553c64c,0.107485,0.089066,0.018418,-0.00121,0.0381,True,partial,7,2026-04-09 22:20:44.417398
c638f3d4,aa77c252,0.012435,0.009987,0.002449,0.000192,0.004705,True,confirmed,7,2026-04-09 22:20:44.419228
540086b3,d1b3e5c3,0.080336,0.063982,0.016354,0.001926,0.030782,True,confirmed,7,2026-04-09 22:20:44.421247
ac6a3dfa,0728ba78,0.043464,0.029439,0.014025,-0.000569,0.028606,True,partial,7,2026-04-09 22:20:44.424587
61e4c2d6,df4ec37d,0.206629,0.169465,0.037164,-0.00045,0.074729,True,partial,7,2026-04-09 22:20:44.426365
fe389391,55310c2e,0.008609,0.007454,0.001155,-0.000451,0.002759,True,partial,7,2026-04-09 22:20:44.428304
79d508f0,08cc6cf4,0.010015,0.007772,0.002243,0.000464,0.004041,True,confirmed,7,2026-04-09 22:20:44.434155
78f80ad2,c3eff8ed,0.025996,0.016405,0.009591,0.001119,0.018071,True,confirmed,7,2026-04-09 22:20:44.436551
9e7b73d1,d0da2a6d,0.006527,0.004995,0.001532,0.000386,0.002691,True,confirmed,7,2026-04-09 22:20:44.439655
00097130,5071448c,0.019685,0.016144,0.003541,-4.3e-05,0.007119,True,partial,7,2026-04-09 22:20:44.442559
95c68df1,2a5f70f1,0.066889,0.054858,0.012031,-0.000146,0.024191,True,partial,7,2026-04-09 22:20:44.444229
650ce637,ebe40e33,0.601103,0.376741,0.224363,0.02876,0.419965,True,confirmed,7,2026-04-09 22:20:44.449107
c7991916,211e6fc8,0.773125,0.629163,0.143961,0.003493,0.284061,True,confirmed,7,2026-04-09 22:20:44.452672
c837e1f8,de3a9a06,0.797929,0.661197,0.136732,-0.008985,0.28284,True,partial,7,2026-04-09 22:20:44.455190
cacec642,576fb53f,0.230032,0.199476,0.030557,-0.01236,0.07353,True,partial,7,2026-04-09 22:20:44.457086
fceab23f,e9ea4f71,0.79257,0.112069,0.680501,0.510724,0.850278,True,confirmed,7,2026-04-09 22:20:44.459417
157e1c5c,361f04e3,0.508778,0.441194,0.067584,-0.027337,0.162632,True,partial,7,2026-04-09 22:20:44.463457
11c93800,8a85d60c,0.008119,0.006193,0.001926,-0.000935,0.004789,True,partial,7,2026-04-09 22:20:44.465766
92bf9072,f82de246,0.02798,0.003176,0.024804,0.021692,0.027916,True,confirmed,7,2026-04-09 22:20:44.468038
3bee505a,0330599e,0.014292,0.002021,0.012271,0.009209,0.015332,True,confirmed,7,2026-04-09 22:20:44.470410
99f569e6,e7e39dd7,0.023916,0.019731,0.004185,-0.000175,0.008551,True,partial,7,2026-04-09 22:20:44.472986
0febc116,bbb6cc29,0.02406,0.020864,0.003196,-0.001293,0.007691,True,partial,7,2026-04-09 22:20:44.475967
ec421564,b4dfe592,0.018595,0.002266,0.016329,0.014243,0.018421,True,confirmed,7,2026-04-09 22:20:44.477838
8c2459bc,c900f033,0.000355,0.000273,8.2e-05,1.9e-05,0.000145,True,confirmed,7,2026-04-09 22:20:44.479501
5e800872,dd195388,0.033402,0.026602,0.0068,0.000801,0.012798,True,confirmed,7,2026-04-09 22:20:44.481685
87861880,f7ad7d6f,0.040205,0.032718,0.007486,0.000182,0.014772,True,confirmed,7,2026-04-09 22:20:44.484216
08dcf7b0,39e39f86,0.002152,0.001863,0.000289,-0.000113,0.00069,True,partial,7,2026-04-09 22:20:44.488601
a7dfdfcd,7ead0a0a,0.014712,0.001691,0.013021,0.011378,0.014655,True,confirmed,7,2026-04-09 22:20:44.493765
89ef8ba7,9b8a0712,0.050409,0.005722,0.044687,0.03908,0.050294,True,confirmed,7,2026-04-09 22:20:44.496492
b31ee641,08073889,0.005771,0.000662,0.005109,0.004465,0.005751,True,confirmed,7,2026-04-09 22:20:44.499381
51313dc1,ad6bbbf7,0.014364,0.00175,0.012614,0.011002,0.01423,True,confirmed,7,2026-04-09 22:20:44.501707
a8d964b5,5abeb332,0.00467,0.003724,0.000946,0.000107,0.001785,True,confirmed,7,2026-04-09 22:20:44.503323
94a8d201,c90f4401,0.07278,0.008364,0.064416,0.056289,0.0725,True,confirmed,7,2026-04-09 22:20:44.507580
e8a566aa,0fb9923c,0.006441,0.000785,0.005656,0.004933,0.00638,True,confirmed,7,2026-04-09 22:20:44.509501
13ae5db2,e862daa9,0.012611,0.001449,0.011162,0.009754,0.012563,True,confirmed,7,2026-04-09 22:20:44.512089
12c6cf2e,2cefc2ea,0.034282,0.00394,0.030343,0.026514,0.034151,True,confirmed,7,2026-04-09 22:20:44.514707
e583b26e,a5651c6b,0.028404,0.022622,0.005782,0.000681,0.010884,True,confirmed,7,2026-04-09 22:20:44.516669
286ca0c6,3e780b6d,0.008444,0.004402,0.004042,0.001472,0.006611,True,confirmed,7,2026-04-09 22:20:44.518294
ce539394,32430e7c,0.002697,0.002093,0.000604,0.000125,0.001088,True,confirmed,7,2026-04-09 22:20:44.519858
e328ae56,ba869bdc,0.011863,0.001363,0.0105,0.009175,0.011818,True,confirmed,7,2026-04-09 22:20:44.521522
aaf05505,59fdf0c2,0.01442,0.001637,0.012783,0.011179,0.014387,True,confirmed,7,2026-04-09 22:20:44.523333
d701c0f7,36b7624a,0.012816,0.008033,0.004784,0.000613,0.008954,True,confirmed,7,2026-04-09 22:20:44.525331
7649615e,406fec58,0.008244,0.000944,0.0073,0.006381,0.008219,True,confirmed,7,2026-04-09 22:20:44.527041
bc77fca1,e97d2e41,0.005912,0.003688,0.002224,0.000303,0.004144,True,confirmed,7,2026-04-09 22:20:44.528767
d423ccd1,add4c822,0.025781,0.003134,0.022647,0.019754,0.025547,True,confirmed,7,2026-04-09 22:20:44.531941
02f5c95b,e50cb7c7,0.007063,0.00081,0.006253,0.005465,0.007039,True,confirmed,7,2026-04-09 22:20:44.533655
ec5924cf,859268df,0.018161,0.002084,0.016077,0.01405,0.018098,True,confirmed,7,2026-04-09 22:20:44.535271
af72dab5,7dd340fa,0.001008,0.000632,0.000376,4.8e-05,0.000705,True,confirmed,7,2026-04-09 22:20:44.536943
ece3207d,2460f0d9,0.00704,0.005278,0.001762,-0.000702,0.004227,True,partial,7,2026-04-09 22:20:44.538695
48509fe9,606f4830,0.008818,0.001072,0.007746,0.006756,0.008738,True,confirmed,7,2026-04-09 22:20:44.540348
967cd692,eb3d510a,0.009391,0.004956,0.004435,0.001567,0.007305,True,confirmed,7,2026-04-09 22:20:44.542409
8eef31cd,0501db25,0.035593,0.030865,0.004728,-0.001912,0.011377,True,partial,7,2026-04-09 22:20:44.544153
bbf7546d,1c17a92f,0.010599,0.006643,0.003956,0.000507,0.007405,True,confirmed,7,2026-04-09 22:20:44.545722
facfa241,26cf3e7a,0.046705,0.040501,0.006204,-0.00251,0.014929,True,partial,7,2026-04-09 22:20:44.549241
6da1fea7,a1516541,0.065509,0.007002,0.058507,0.044701,0.072313,True,confirmed,7,2026-04-09 22:20:44.551096
de52724c,53f8cbd7,0.005586,0.000653,0.004934,0.00431,0.005557,True,confirmed,7,2026-04-09 22:20:44.552969
7f44d0ec,81bc6407,0.020004,0.002573,0.01743,0.013175,0.021692,True,confirmed,7,2026-04-09 22:20:44.554670
c9495fac,9180ecc4,0.01321,0.00658,0.00663,0.002673,0.01059,True,confirmed,7,2026-04-09 22:20:44.556925
fff66199,aa798328,0.021309,0.002577,0.018732,0.01421,0.023248,True,confirmed,7,2026-04-09 22:20:44.559059
d7f48716,c50f498a,0.014384,0.002095,0.012289,0.009204,0.015374,True,confirmed,7,2026-04-09 22:20:44.560851
67e7655a,d3412cf3,0.004631,0.00401,0.000621,-0.000243,0.001484,True,partial,7,2026-04-09 22:20:44.562656
644a1246,9fd26113,0.02216,0.0022,0.01996,0.015307,0.024613,True,confirmed,7,2026-04-09 22:20:44.565454
defbb266,06928cd3,0.04422,0.038346,0.005874,-0.002376,0.014135,True,partial,7,2026-04-09 22:20:44.567926
d7f2eb48,719517a2,0.00024,0.000184,5.6e-05,1.4e-05,9.9e-05,True,confirmed,7,2026-04-09 22:20:44.569526
56dafcf2,670acefc,0.008681,0.004525,0.004155,0.001513,0.006796,True,confirmed,7,2026-04-09 22:20:44.572798
7765cad2,ae68e0c8,0.01588,0.01386,0.00202,-0.00095,0.004998,True,partial,7,2026-04-09 22:20:44.578210
ddffa75b,d1e7e239,0.007493,0.000858,0.006635,0.005799,0.00747,True,confirmed,7,2026-04-09 22:20:44.583314
03a75722,d719ba6e,0.010212,0.00117,0.009042,0.007903,0.010181,True,confirmed,7,2026-04-09 22:20:44.586595
c394baeb,360a4f4f,0.010552,0.001213,0.00934,0.008161,0.010512,True,confirmed,7,2026-04-09 22:20:44.589118
67d7c221,57e9e32b,0.001128,0.000931,0.000197,-8e-06,0.000403,True,partial,7,2026-04-09 22:20:44.591707
dccd6687,4c17fb6b,0.000139,0.000107,3.2e-05,7e-06,5.7e-05,True,confirmed,7,2026-04-09 22:20:44.600524
3c9a6057,9a91fb1b,0.000488,0.000373,0.000115,2.9e-05,0.000201,True,confirmed,7,2026-04-09 22:20:44.603348
f86a3a57,bb05283d,0.007252,0.000848,0.006405,0.005596,0.007214,True,confirmed,7,2026-04-09 22:20:44.605928
e5659216,4ffccace,1.7e-05,1.3e-05,4e-06,1e-06,7e-06,True,confirmed,7,2026-04-09 22:20:44.611798
520f3ef5,4184268a,0.002022,0.001753,0.000269,-0.000108,0.000647,True,partial,7,2026-04-09 22:20:44.614452
b1ea0371,7d2a40bc,0.00117,0.000595,0.000575,0.000222,0.000928,True,confirmed,7,2026-04-09 22:20:44.618189
f7d2ccee,216c7fc8,0.001048,0.000747,0.000301,-5.8e-05,0.00066,True,partial,7,2026-04-09 22:20:44.621890
d9c0a23f,731a432b,0.000408,0.0003,0.000107,-3.4e-05,0.000249,True,partial,7,2026-04-09 22:20:44.624568
aa138f4e,41398db6,0.002536,0.001765,0.000771,-8.9e-05,0.001631,True,partial,7,2026-04-09 22:20:44.628745
21158021,f70de965,0.000127,9.9e-05,2.8e-05,6e-06,5.1e-05,True,confirmed,7,2026-04-09 22:20:44.640256
9a99878e,be21da90,0.000329,0.000233,9.6e-05,-1.6e-05,0.000208,True,partial,7,2026-04-09 22:20:44.643849
014f2307,99f2b4c6,0.004597,0.003986,0.000611,-0.000247,0.00147,True,partial,7,2026-04-09 22:20:44.648428
07ced5d4,a6bad59e,0.000138,0.00012,1.8e-05,-7e-06,4.4e-05,True,partial,7,2026-04-09 22:20:44.652879
db3f84f4,2cf52a6e,0.001137,0.000646,0.000491,0.000134,0.000847,True,confirmed,7,2026-04-09 22:20:44.655869
10ff59cd,db29a400,0.000946,0.00067,0.000276,-4.7e-05,0.000599,True,partial,7,2026-04-09 22:20:44.658990
cc7b0374,47e4f6af,0.000269,0.000198,7.1e-05,-2.2e-05,0.000165,True,partial,7,2026-04-09 22:20:44.660876
4f17b7e9,fdfe0e37,0.002398,0.00171,0.000689,-0.000133,0.00151,True,partial,7,2026-04-09 22:20:44.664719
538cd7d5,283f978b,0.000528,0.000268,0.000259,0.0001,0.000418,True,confirmed,7,2026-04-09 22:20:44.670824
cb739615,921dcbb3,7.8e-05,6.1e-05,1.7e-05,4e-06,3.1e-05,True,confirmed,7,2026-04-09 22:20:44.674587
4f90a4a4,5b7c5398,0.000277,0.00024,3.7e-05,-1.5e-05,8.9e-05,True,partial,7,2026-04-09 22:20:44.677441
c961a7ed,5bcee0b4,0.075859,0.044317,0.031541,0.007494,0.055558,True,confirmed,7,2026-04-09 22:20:44.709080
2a23e9f0,bbc05dd0,0.275528,0.030824,0.244704,0.214031,0.275302,True,confirmed,7,2026-04-09 22:20:44.732844
597a8be3,5f40acd9,0.437663,0.083252,0.35441,0.258531,0.450076,True,confirmed,7,2026-04-09 22:20:44.743673
ea99f545,81dccec4,0.037409,0.003524,0.033884,0.026056,0.041722,True,confirmed,7,2026-04-09 22:20:44.759767
146696d4,c823ef71,0.00217,0.001103,0.001067,0.000413,0.001721,True,confirmed,7,2026-04-09 22:20:44.771402
14c40188,66dc080b,0.004481,0.003153,0.001328,0.000568,0.002096,True,confirmed,7,2026-04-09 22:20:44.774372
3c997d65,60651c49,0.022641,0.002104,0.020537,0.01806,0.023009,True,confirmed,7,2026-04-09 22:20:44.777284
27f27326,eae041de,0.002401,0.000707,0.001695,0.001073,0.002316,True,confirmed,7,2026-04-09 22:20:44.779572
d84b7b91,fd9398b5,0.027868,0.002691,0.025177,0.01933,0.031024,True,confirmed,7,2026-04-09 22:20:44.783803
f00ad6b7,8e4241d3,0.022964,0.002461,0.020503,0.017961,0.023045,True,confirmed,7,2026-04-09 22:20:44.789918
fca88885,7a575111,0.028328,0.003068,0.02526,0.022114,0.02839,True,confirmed,7,2026-04-09 22:20:44.794046
